LOAN,REASON,ID,BAD
5100,HomeImp,202,1
5100,DebtCon,204,1
5100,HomeImp,205,1
5200,DebtCon,214,1
5200,HomeImp,217,1
5300,HomeImp,220,1
5300,HomeImp,223,1
5400,DebtCon,233,1
5400,HomeImp,234,1
5400,HomeImp,239,1
5500,DebtCon,245,1
5500,HomeImp,246,1
5500,DebtCon,248,1
5500,HomeImp,249,1
5500,HomeImp,254,1
5500,HomeImp,255,1
5500,HomeImp,256,1
5500,DebtCon,259,1
5600,HomeImp,264,1
5600,HomeImp,265,1
5700,DebtCon,276,1
5700,HomeImp,277,1
5700,HomeImp,278,1
5700,DebtCon,279,1
5700,DebtCon,283,1
5800,DebtCon,291,1
5900,DebtCon,296,1
5900,HomeImp,298,1
5900,DebtCon,301,1
5900,DebtCon,304,1
6000,HomeImp,307,1
6000,HomeImp,308,1
6000,,309,1
6000,HomeImp,310,1
6000,HomeImp,311,1
6000,DebtCon,312,1
6000,HomeImp,313,1
6000,DebtCon,314,1
6000,DebtCon,315,1
6000,,316,1
6000,HomeImp,325,1
6000,HomeImp,326,1
6000,DebtCon,327,1
6000,HomeImp,328,1
6000,HomeImp,331,1
6100,HomeImp,338,1
6200,DebtCon,352,1
6200,DebtCon,354,1
6300,DebtCon,369,1
6300,DebtCon,370,1
6300,HomeImp,376,1
6400,HomeImp,379,1
6500,HomeImp,398,1
6500,HomeImp,404,1
6500,DebtCon,405,1
6500,DebtCon,406,1
6500,HomeImp,412,1
6500,DebtCon,415,1
6700,HomeImp,427,1
6700,DebtCon,431,1
6700,HomeImp,432,1
6700,HomeImp,438,1
6800,DebtCon,448,1
6800,HomeImp,451,1
6900,DebtCon,459,1
6900,HomeImp,460,1
6900,DebtCon,461,1
6900,HomeImp,462,1
7000,HomeImp,480,1
7000,DebtCon,481,1
7000,HomeImp,482,1
7000,HomeImp,483,1
7000,DebtCon,484,1
7000,DebtCon,485,1
7000,HomeImp,494,1
7000,HomeImp,495,1
7000,DebtCon,496,1
7000,HomeImp,497,1
7000,DebtCon,498,1
7000,DebtCon,499,1
7000,HomeImp,500,1
7000,HomeImp,501,1
7000,HomeImp,503,1
7100,,507,1
7100,DebtCon,508,1
7200,DebtCon,519,1
7200,DebtCon,525,1
7200,DebtCon,526,1
7200,HomeImp,528,1
7200,HomeImp,531,1
7300,HomeImp,534,1
7300,DebtCon,535,1
7300,HomeImp,536,1
7300,DebtCon,537,1
7400,HomeImp,546,1
7400,DebtCon,556,1
7500,HomeImp,560,1
7500,DebtCon,562,1
7500,DebtCon,565,1
7500,HomeImp,572,1
7500,HomeImp,573,1
7500,HomeImp,574,1
7500,DebtCon,575,1
7500,HomeImp,576,1
7500,DebtCon,577,1
7500,DebtCon,578,1
7500,HomeImp,579,1
7500,HomeImp,580,1
7500,HomeImp,581,1
7500,HomeImp,582,1
7500,HomeImp,586,1
7500,DebtCon,587,1
7500,HomeImp,588,1
7500,DebtCon,589,1
7500,HomeImp,590,1
7500,HomeImp,591,1
7500,HomeImp,595,1
7700,DebtCon,612,1
7800,HomeImp,617,1
7900,HomeImp,631,1
7900,HomeImp,634,1
7900,DebtCon,642,1
8000,HomeImp,655,1
8000,DebtCon,656,1
8000,DebtCon,657,1
8000,HomeImp,658,1
8000,DebtCon,659,1
8000,HomeImp,660,1
8000,DebtCon,661,1
8000,HomeImp,662,1
8000,HomeImp,675,1
8000,DebtCon,676,1
8000,DebtCon,677,1
8000,DebtCon,678,1
8000,DebtCon,679,1
8000,DebtCon,680,1
8000,HomeImp,681,1
8000,DebtCon,683,1
8100,DebtCon,702,1
8100,DebtCon,707,1
8200,DebtCon,724,1
8200,HomeImp,732,1
8300,DebtCon,740,1
8300,HomeImp,748,1
8300,HomeImp,759,1
8400,DebtCon,774,1
8400,DebtCon,776,1
8400,HomeImp,784,1
8400,HomeImp,788,1
8400,DebtCon,789,1
8500,DebtCon,795,1
8500,HomeImp,798,1
8500,HomeImp,799,1
8500,DebtCon,810,1
8600,DebtCon,820,1
8600,HomeImp,822,1
8600,DebtCon,834,1
8700,DebtCon,846,1
8700,HomeImp,852,1
8800,HomeImp,868,1
8800,DebtCon,869,1
8800,HomeImp,870,1
8800,HomeImp,873,1
8800,DebtCon,876,1
8800,DebtCon,877,1
8800,DebtCon,879,1
8900,DebtCon,887,1
8900,DebtCon,892,1
8900,HomeImp,894,1
8900,DebtCon,895,1
8900,HomeImp,896,1
8900,HomeImp,897,1
8900,DebtCon,900,1
9000,HomeImp,906,1
9000,DebtCon,911,1
9000,DebtCon,914,1
9000,DebtCon,916,1
9000,DebtCon,917,1
9000,DebtCon,926,1
9000,HomeImp,927,1
9000,HomeImp,929,1
9100,DebtCon,938,1
9100,HomeImp,941,1
9100,DebtCon,942,1
9100,HomeImp,943,1
9200,DebtCon,957,1
9200,DebtCon,958,1
9300,DebtCon,977,1
9300,DebtCon,978,1
9300,DebtCon,979,1
9300,DebtCon,985,1
9400,HomeImp,994,1
9500,DebtCon,1018,1
9500,DebtCon,1019,1
9500,HomeImp,1033,1
9500,HomeImp,1035,1
9600,HomeImp,1042,1
9600,DebtCon,1049,1
9700,DebtCon,1062,1
9700,DebtCon,1066,1
9700,DebtCon,1067,1
9700,DebtCon,1073,1
9700,HomeImp,1076,1
9800,HomeImp,1083,1
9900,DebtCon,1103,1
9900,DebtCon,1108,1
9900,DebtCon,1113,1
9900,DebtCon,1116,1
9900,DebtCon,1126,1
9900,HomeImp,1129,1
10000,,1132,1
10000,DebtCon,1133,1
10000,HomeImp,1140,1
10000,DebtCon,1141,1
10000,HomeImp,1142,1
10000,HomeImp,1143,1
10000,HomeImp,1144,1
10000,HomeImp,1145,1
10000,HomeImp,1146,1
10000,HomeImp,1147,1
10000,DebtCon,1148,1
10000,DebtCon,1149,1
10000,HomeImp,1150,1
10000,HomeImp,1151,1
10000,DebtCon,1175,1
10000,HomeImp,1176,1
10000,HomeImp,1177,1
10000,DebtCon,1178,1
10000,DebtCon,1179,1
10000,HomeImp,1180,1
10000,HomeImp,1181,1
10000,DebtCon,1182,1
10000,DebtCon,1183,1
10000,HomeImp,1184,1
10000,HomeImp,1185,1
10000,HomeImp,1186,1
10000,DebtCon,1187,1
10000,DebtCon,1188,1
10000,DebtCon,1189,1
10000,DebtCon,1190,1
10000,DebtCon,1191,1
10000,DebtCon,1192,1
10000,,1193,1
10000,HomeImp,1194,1
10000,DebtCon,1195,1
10000,HomeImp,1196,1
10000,HomeImp,1197,1
10000,DebtCon,1198,1
10000,,1199,1
10000,DebtCon,1200,1
10000,,1201,1
10000,DebtCon,1202,1
10000,HomeImp,1203,1
10000,DebtCon,1207,1
10100,DebtCon,1217,1
10100,DebtCon,1223,1
10200,HomeImp,1241,1
10200,DebtCon,1247,1
10200,HomeImp,1254,1
10200,DebtCon,1260,1
10300,HomeImp,1269,1
10300,DebtCon,1288,1
10400,DebtCon,1301,1
10400,DebtCon,1304,1
10500,DebtCon,1318,1
10500,HomeImp,1321,1
10500,DebtCon,1323,1
10500,HomeImp,1326,1
10500,DebtCon,1330,1
10600,DebtCon,1342,1
10600,DebtCon,1350,1
10600,DebtCon,1351,1
10700,DebtCon,1376,1
10700,DebtCon,1380,1
10700,HomeImp,1381,1
10700,DebtCon,1383,1
10800,DebtCon,1393,1
10800,DebtCon,1396,1
10800,DebtCon,1405,1
10800,HomeImp,1407,1
10800,DebtCon,1408,1
10800,HomeImp,1411,1
10800,DebtCon,1416,1
10900,DebtCon,1425,1
10900,HomeImp,1430,1
10900,DebtCon,1439,1
11000,DebtCon,1443,1
11000,HomeImp,1453,1
11000,DebtCon,1455,1
11000,DebtCon,1456,1
11000,DebtCon,1463,1
11000,DebtCon,1464,1
11000,HomeImp,1465,1
11000,DebtCon,1466,1
11000,DebtCon,1467,1
11000,HomeImp,1468,1
11000,DebtCon,1469,1
11000,HomeImp,1470,1
11000,HomeImp,1481,1
11000,HomeImp,1484,1
11100,HomeImp,1490,1
11100,HomeImp,1494,1
11100,,1500,1
11100,HomeImp,1505,1
11200,DebtCon,1525,1
11200,HomeImp,1527,1
11200,DebtCon,1531,1
11300,HomeImp,1547,1
11300,DebtCon,1548,1
11300,HomeImp,1553,1
11300,HomeImp,1554,1
11500,DebtCon,1587,1
11500,DebtCon,1588,1
11500,DebtCon,1589,1
11500,DebtCon,1590,1
11600,HomeImp,1601,1
11600,DebtCon,1602,1
11600,DebtCon,1607,1
11600,DebtCon,1608,1
11700,HomeImp,1619,1
11700,HomeImp,1623,1
11700,HomeImp,1624,1
11700,DebtCon,1632,1
11700,DebtCon,1633,1
11700,DebtCon,1634,1
11800,HomeImp,1646,1
11800,HomeImp,1650,1
11900,HomeImp,1667,1
11900,DebtCon,1671,1
11900,HomeImp,1679,1
11900,DebtCon,1680,1
11900,DebtCon,1684,1
11900,DebtCon,1688,1
12000,HomeImp,1705,1
12000,HomeImp,1709,1
12000,DebtCon,1712,1
12000,HomeImp,1713,1
12000,DebtCon,1714,1
12000,HomeImp,1715,1
12000,DebtCon,1736,1
12000,HomeImp,1739,1
12000,HomeImp,1740,1
12000,DebtCon,1741,1
12000,DebtCon,1742,1
12000,DebtCon,1743,1
12000,HomeImp,1744,1
12000,,1745,1
12000,DebtCon,1746,1
12000,DebtCon,1747,1
12000,DebtCon,1748,1
12000,HomeImp,1749,1
12000,HomeImp,1750,1
12000,DebtCon,1751,1
12000,,1753,1
12000,DebtCon,1760,1
12000,DebtCon,1761,1
12100,HomeImp,1766,1
12100,DebtCon,1770,1
12100,DebtCon,1776,1
12100,DebtCon,1779,1
12200,HomeImp,1800,1
12200,DebtCon,1809,1
12300,DebtCon,1816,1
12300,HomeImp,1820,1
12300,HomeImp,1825,1
12300,DebtCon,1826,1
12300,DebtCon,1827,1
12300,DebtCon,1828,1
12300,DebtCon,1842,1
12300,,1843,1
12300,DebtCon,1845,1
12400,DebtCon,1850,1
12400,DebtCon,1857,1
12400,DebtCon,1860,1
12400,DebtCon,1862,1
12500,HomeImp,1869,1
12500,DebtCon,1879,1
12500,DebtCon,1880,1
12500,DebtCon,1881,1
12500,DebtCon,1884,1
12500,DebtCon,1885,1
12500,HomeImp,1886,1
12600,DebtCon,1902,1
12600,DebtCon,1903,1
12600,DebtCon,1908,1
12600,,1909,1
12600,DebtCon,1914,1
12700,DebtCon,1931,1
12800,DebtCon,1957,1
12800,DebtCon,1963,1
12800,DebtCon,1964,1
12800,HomeImp,1967,1
12800,DebtCon,1968,1
12800,DebtCon,1974,1
12900,DebtCon,1985,1
12900,HomeImp,1992,1
12900,DebtCon,2001,1
12900,DebtCon,2005,1
13000,HomeImp,2018,1
13000,HomeImp,2026,1
13000,DebtCon,2037,1
13000,DebtCon,2038,1
13000,HomeImp,2039,1
13000,HomeImp,2046,1
13000,DebtCon,2047,1
13000,DebtCon,2048,1
13000,DebtCon,2049,1
13000,DebtCon,2050,1
13000,DebtCon,2051,1
13000,HomeImp,2052,1
13000,DebtCon,2053,1
13000,DebtCon,2054,1
13000,,2055,1
13000,HomeImp,2056,1
13100,HomeImp,2073,1
13100,HomeImp,2076,1
13100,DebtCon,2085,1
13200,DebtCon,2095,1
13200,DebtCon,2096,1
13300,DebtCon,2105,1
13300,DebtCon,2111,1
13300,DebtCon,2112,1
13300,HomeImp,2118,1
13300,HomeImp,2132,1
13400,DebtCon,2136,1
13400,DebtCon,2141,1
13400,DebtCon,2144,1
13400,HomeImp,2151,1
13500,DebtCon,2172,1
13500,DebtCon,2173,1
13500,DebtCon,2176,1
13500,DebtCon,2177,1
13500,HomeImp,2178,1
13500,DebtCon,2179,1
13600,HomeImp,2203,1
13600,DebtCon,2204,1
13700,DebtCon,2220,1
13700,DebtCon,2224,1
13700,DebtCon,2229,1
13800,DebtCon,2252,1
13800,DebtCon,2261,1
13800,DebtCon,2265,1
13900,DebtCon,2268,1
13900,HomeImp,2269,1
13900,HomeImp,2274,1
13900,DebtCon,2284,1
13900,DebtCon,2287,1
13900,DebtCon,2290,1
13900,DebtCon,2291,1
14000,HomeImp,2303,1
14000,DebtCon,2309,1
14000,DebtCon,2310,1
14000,,2317,1
14000,,2318,1
14000,DebtCon,2319,1
14000,HomeImp,2320,1
14000,DebtCon,2321,1
14000,DebtCon,2322,1
14000,HomeImp,2329,1
14100,HomeImp,2333,1
14100,DebtCon,2336,1
14100,HomeImp,2343,1
14200,DebtCon,2350,1
14200,DebtCon,2354,1
14200,DebtCon,2355,1
14300,DebtCon,2361,1
14300,DebtCon,2372,1
14500,HomeImp,2411,1
14500,DebtCon,2412,1
14500,DebtCon,2414,1
14600,DebtCon,2428,1
14600,DebtCon,2434,1
14600,DebtCon,2435,1
14700,DebtCon,2448,1
14700,DebtCon,2449,1
14700,,2454,1
14700,DebtCon,2463,1
14800,HomeImp,2473,1
14800,HomeImp,2475,1
14900,DebtCon,2492,1
14900,HomeImp,2493,1
14900,DebtCon,2501,1
14900,DebtCon,2512,1
15000,DebtCon,2518,1
15000,HomeImp,2522,1
15000,HomeImp,2523,1
15000,HomeImp,2524,1
15000,DebtCon,2525,1
15000,HomeImp,2526,1
15000,HomeImp,2527,1
15000,DebtCon,2528,1
15000,DebtCon,2529,1
15000,DebtCon,2530,1
15000,DebtCon,2531,1
15000,DebtCon,2532,1
15000,DebtCon,2533,1
15000,HomeImp,2534,1
15000,DebtCon,2535,1
15000,HomeImp,2536,1
15000,HomeImp,2537,1
15000,HomeImp,2538,1
15000,DebtCon,2539,1
15000,DebtCon,2540,1
15000,HomeImp,2541,1
15000,DebtCon,2542,1
15000,DebtCon,2543,1
15000,DebtCon,2544,1
15000,DebtCon,2545,1
15000,DebtCon,2546,1
15000,DebtCon,2547,1
15000,DebtCon,2548,1
15000,DebtCon,2549,1
15000,DebtCon,2550,1
15000,DebtCon,2551,1
15000,HomeImp,2583,1
15000,HomeImp,2584,1
15000,DebtCon,2585,1
15000,DebtCon,2586,1
15000,DebtCon,2587,1
15000,DebtCon,2588,1
15000,,2589,1
15000,DebtCon,2590,1
15000,HomeImp,2591,1
15000,DebtCon,2592,1
15000,DebtCon,2593,1
15000,DebtCon,2594,1
15000,DebtCon,2595,1
15000,,2596,1
15000,DebtCon,2597,1
15000,DebtCon,2598,1
15000,DebtCon,2599,1
15000,DebtCon,2600,1
15000,DebtCon,2601,1
15000,DebtCon,2602,1
15000,DebtCon,2603,1
15000,DebtCon,2604,1
15000,DebtCon,2605,1
15000,DebtCon,2606,1
15000,DebtCon,2607,1
15000,HomeImp,2608,1
15000,HomeImp,2609,1
15000,DebtCon,2610,1
15000,DebtCon,2611,1
15100,DebtCon,2625,1
15100,HomeImp,2633,1
15100,,2636,1
15200,DebtCon,2649,1
15200,HomeImp,2661,1
15200,DebtCon,2665,1
15300,HomeImp,2696,1
15300,HomeImp,2697,1
15300,HomeImp,2709,1
15300,DebtCon,2711,1
15400,DebtCon,2719,1
15400,DebtCon,2721,1
15500,DebtCon,2737,1
15500,DebtCon,2752,1
15500,DebtCon,2753,1
15500,DebtCon,2754,1
15500,DebtCon,2759,1
15500,DebtCon,2761,1
15600,DebtCon,2778,1
15600,DebtCon,2779,1
15600,DebtCon,2783,1
15700,DebtCon,2785,1
15700,DebtCon,2795,1
15700,DebtCon,2801,1
15700,HomeImp,2802,1
15700,DebtCon,2813,1
15800,DebtCon,2823,1
15800,HomeImp,2824,1
15800,DebtCon,2825,1
15800,DebtCon,2829,1
15800,HomeImp,2840,1
15800,,2842,1
15900,DebtCon,2861,1
15900,DebtCon,2862,1
15900,HomeImp,2865,1
16000,HomeImp,2884,1
16000,HomeImp,2894,1
16000,DebtCon,2895,1
16000,DebtCon,2896,1
16000,DebtCon,2897,1
16000,DebtCon,2898,1
16100,DebtCon,2914,1
16100,HomeImp,2917,1
16100,DebtCon,2925,1
16100,DebtCon,2926,1
16200,DebtCon,2949,1
16200,DebtCon,2952,1
16200,DebtCon,2955,1
16200,DebtCon,2956,1
16200,DebtCon,2961,1
16200,HomeImp,2962,1
16300,DebtCon,2963,1
16300,DebtCon,2966,1
16300,DebtCon,2973,1
16300,DebtCon,2976,1
16400,DebtCon,2989,1
16400,DebtCon,2995,1
16500,DebtCon,3012,1
16500,DebtCon,3015,1
16500,DebtCon,3019,1
16500,DebtCon,3022,1
16500,DebtCon,3023,1
16500,DebtCon,3029,1
16500,DebtCon,3030,1
16500,DebtCon,3031,1
16500,DebtCon,3035,1
16600,DebtCon,3056,1
16700,DebtCon,3077,1
16800,DebtCon,3087,1
16800,DebtCon,3088,1
16800,DebtCon,3090,1
16800,HomeImp,3094,1
16800,,3095,1
16800,DebtCon,3098,1
16800,DebtCon,3099,1
16900,DebtCon,3115,1
16900,DebtCon,3116,1
17000,HomeImp,3131,1
17000,DebtCon,3133,1
17000,,3152,1
17000,DebtCon,3153,1
17000,DebtCon,3161,1
17000,DebtCon,3162,1
17000,DebtCon,3163,1
17000,DebtCon,3164,1
17000,DebtCon,3165,1
17000,DebtCon,3166,1
17000,DebtCon,3167,1
17000,DebtCon,3168,1
17000,DebtCon,3169,1
17000,DebtCon,3174,1
17100,DebtCon,3193,1
17200,DebtCon,3212,1
17200,DebtCon,3214,1
17200,DebtCon,3215,1
17300,DebtCon,3234,1
17300,DebtCon,3242,1
17400,DebtCon,3261,1
17400,DebtCon,3264,1
17400,DebtCon,3274,1
17500,DebtCon,3280,1
17500,DebtCon,3286,1
17500,DebtCon,3287,1
17500,DebtCon,3288,1
17500,DebtCon,3293,1
17600,DebtCon,3306,1
17700,DebtCon,3335,1
17900,DebtCon,3362,1
17900,HomeImp,3371,1
17900,HomeImp,3374,1
17900,HomeImp,3378,1
18000,HomeImp,3400,1
18000,HomeImp,3401,1
18000,DebtCon,3402,1
18000,DebtCon,3403,1
18000,DebtCon,3404,1
18000,DebtCon,3405,1
18000,DebtCon,3409,1
18000,DebtCon,3413,1
18100,DebtCon,3423,1
18200,DebtCon,3440,1
18200,DebtCon,3445,1
18200,DebtCon,3447,1
18200,DebtCon,3456,1
18300,DebtCon,3472,1
18400,HomeImp,3483,1
18400,DebtCon,3488,1
18400,DebtCon,3489,1
18400,DebtCon,3498,1
18600,HomeImp,3520,1
18600,HomeImp,3523,1
18600,DebtCon,3537,1
18600,DebtCon,3546,1
18700,DebtCon,3551,1
18700,DebtCon,3562,1
18700,DebtCon,3565,1
18800,HomeImp,3574,1
18800,DebtCon,3576,1
18800,DebtCon,3581,1
18900,DebtCon,3594,1
18900,DebtCon,3596,1
18900,DebtCon,3601,1
18900,DebtCon,3605,1
19000,DebtCon,3626,1
19000,DebtCon,3627,1
19000,DebtCon,3628,1
19000,DebtCon,3629,1
19000,DebtCon,3630,1
19000,HomeImp,3632,1
19000,DebtCon,3634,1
19000,HomeImp,3635,1
19000,HomeImp,3636,1
19200,DebtCon,3650,1
19300,DebtCon,3662,1
19300,DebtCon,3670,1
19300,HomeImp,3673,1
19300,DebtCon,3680,1
19400,HomeImp,3691,1
19400,HomeImp,3692,1
19500,DebtCon,3696,1
19500,,3703,1
19500,DebtCon,3704,1
19600,DebtCon,3713,1
19600,DebtCon,3714,1
19600,DebtCon,3716,1
19700,DebtCon,3724,1
19700,DebtCon,3732,1
19900,DebtCon,3751,1
20000,DebtCon,3763,1
20000,DebtCon,3766,1
20000,HomeImp,3767,1
20000,DebtCon,3768,1
20000,HomeImp,3769,1
20000,HomeImp,3770,1
20000,DebtCon,3771,1
20000,DebtCon,3772,1
20000,DebtCon,3802,1
20000,DebtCon,3803,1
20000,DebtCon,3804,1
20000,DebtCon,3805,1
20000,DebtCon,3806,1
20000,DebtCon,3807,1
20000,DebtCon,3808,1
20000,DebtCon,3809,1
20000,DebtCon,3810,1
20000,DebtCon,3811,1
20000,DebtCon,3812,1
20000,HomeImp,3813,1
20000,DebtCon,3814,1
20000,HomeImp,3815,1
20000,,3816,1
20000,,3817,1
20000,DebtCon,3818,1
20000,DebtCon,3819,1
20000,DebtCon,3820,1
20000,DebtCon,3821,1
20100,HomeImp,3839,1
20100,,3840,1
20200,HomeImp,3864,1
20200,DebtCon,3871,1
20300,DebtCon,3881,1
20300,DebtCon,3883,1
20300,HomeImp,3884,1
20300,DebtCon,3885,1
20400,DebtCon,3895,1
20500,DebtCon,3908,1
20500,HomeImp,3911,1
20500,,3922,1
20500,DebtCon,3927,1
20500,DebtCon,3928,1
20600,DebtCon,3940,1
20600,DebtCon,3942,1
20800,DebtCon,3963,1
20800,DebtCon,3964,1
20900,HomeImp,3996,1
20900,DebtCon,4000,1
20900,DebtCon,4001,1
20900,DebtCon,4002,1
21000,DebtCon,4015,1
21000,DebtCon,4016,1
21000,DebtCon,4017,1
21000,DebtCon,4023,1
21000,DebtCon,4024,1
21000,DebtCon,4025,1
21000,DebtCon,4026,1
21000,,4030,1
21100,DebtCon,4039,1
21200,DebtCon,4052,1
21200,DebtCon,4055,1
21300,DebtCon,4085,1
21400,DebtCon,4091,1
21400,DebtCon,4092,1
21400,DebtCon,4106,1
21500,DebtCon,4108,1
21600,DebtCon,4130,1
21600,DebtCon,4147,1
21700,,4162,1
21700,DebtCon,4175,1
21800,,4177,1
21800,HomeImp,4187,1
21800,DebtCon,4193,1
21900,DebtCon,4202,1
21900,DebtCon,4206,1
22000,DebtCon,4226,1
22000,DebtCon,4227,1
22000,DebtCon,4228,1
22000,DebtCon,4229,1
22000,DebtCon,4230,1
22100,DebtCon,4248,1
22300,DebtCon,4274,1
22300,DebtCon,4275,1
22300,DebtCon,4276,1
22400,DebtCon,4302,1
22400,HomeImp,4305,1
22400,,4307,1
22400,DebtCon,4309,1
22500,DebtCon,4326,1
22600,DebtCon,4347,1
22600,DebtCon,4348,1
22600,DebtCon,4349,1
22700,DebtCon,4370,1
22800,DebtCon,4392,1
22900,HomeImp,4406,1
22900,DebtCon,4409,1
23000,,4424,1
23000,DebtCon,4429,1
23000,HomeImp,4430,1
23000,DebtCon,4434,1
23000,DebtCon,4435,1
23000,DebtCon,4436,1
23200,DebtCon,4458,1
23200,DebtCon,4460,1
23300,DebtCon,4469,1
23300,DebtCon,4470,1
23300,DebtCon,4472,1
23300,DebtCon,4474,1
23500,DebtCon,4493,1
23500,DebtCon,4499,1
23500,DebtCon,4500,1
23500,HomeImp,4517,1
23700,DebtCon,4538,1
23700,DebtCon,4546,1
23800,DebtCon,4556,1
23800,HomeImp,4558,1
23800,DebtCon,4559,1
23900,DebtCon,4573,1
24000,DebtCon,4588,1
24000,DebtCon,4589,1
24000,DebtCon,4594,1
24000,DebtCon,4595,1
24000,HomeImp,4596,1
24100,HomeImp,4600,1
24100,DebtCon,4603,1
24200,DebtCon,4611,1
24200,DebtCon,4617,1
24200,,4618,1
24200,DebtCon,4619,1
24400,DebtCon,4640,1
24400,HomeImp,4641,1
24400,DebtCon,4643,1
24500,HomeImp,4669,1
24600,DebtCon,4682,1
24700,DebtCon,4689,1
24800,DebtCon,4700,1
24800,DebtCon,4701,1
24800,HomeImp,4704,1
24900,HomeImp,4712,1
24900,DebtCon,4715,1
25000,DebtCon,4717,1
25000,DebtCon,4721,1
25000,DebtCon,4745,1
25000,DebtCon,4750,1
25000,DebtCon,4751,1
25000,DebtCon,4752,1
25000,DebtCon,4753,1
25000,DebtCon,4754,1
25000,DebtCon,4755,1
25000,DebtCon,4756,1
25000,DebtCon,4757,1
25000,DebtCon,4758,1
25000,DebtCon,4759,1
25000,HomeImp,4760,1
25000,HomeImp,4761,1
25000,DebtCon,4762,1
25000,DebtCon,4763,1
25000,DebtCon,4764,1
25000,DebtCon,4765,1
25000,DebtCon,4766,1
25000,DebtCon,4767,1
25000,DebtCon,4768,1
25000,DebtCon,4769,1
25000,DebtCon,4770,1
25000,HomeImp,4771,1
25000,DebtCon,4772,1
25000,DebtCon,4773,1
25000,,4774,1
25000,DebtCon,4775,1
25000,DebtCon,4776,1
25000,DebtCon,4777,1
25000,DebtCon,4778,1
25000,DebtCon,4779,1
25000,DebtCon,4780,1
25000,DebtCon,4781,1
25000,DebtCon,4782,1
25000,DebtCon,4783,1
25400,DebtCon,4838,1
25400,DebtCon,4840,1
25400,DebtCon,4846,1
25500,DebtCon,4855,1
25500,DebtCon,4858,1
25600,DebtCon,4878,1
25600,DebtCon,4880,1
25600,DebtCon,4882,1
25600,DebtCon,4884,1
25700,DebtCon,4898,1
25900,DebtCon,4912,1
25900,DebtCon,4915,1
25900,,4917,1
25900,HomeImp,4924,1
26000,DebtCon,4926,1
26000,DebtCon,4935,1
26000,,4936,1
26100,DebtCon,4952,1
26200,DebtCon,4962,1
26500,DebtCon,5005,1
26500,DebtCon,5007,1
26500,HomeImp,5008,1
26600,DebtCon,5014,1
26600,DebtCon,5020,1
26800,DebtCon,5040,1
26800,DebtCon,5046,1
26800,DebtCon,5047,1
26900,DebtCon,5053,1
27000,DebtCon,5062,1
27000,DebtCon,5068,1
27100,DebtCon,5077,1
27200,DebtCon,5093,1
27300,DebtCon,5103,1
