cover_name,area,elevation,hdistfire
Douglas_fir,Cache_la_Poudre,2342,781
Douglas_fir,Cache_la_Poudre,2323,721
Douglas_fir,Cache_la_Poudre,2213,594
Douglas_fir,Cache_la_Poudre,2342,967
Douglas_fir,Cache_la_Poudre,2423,1087
Douglas_fir,Cache_la_Poudre,2457,1034
Douglas_fir,Cache_la_Poudre,2346,966
Douglas_fir,Cache_la_Poudre,2385,1209
Douglas_fir,Cache_la_Poudre,2446,1131
Douglas_fir,Cache_la_Poudre,2250,684
Douglas_fir,Cache_la_Poudre,2296,816
Douglas_fir,Cache_la_Poudre,2413,1347
Douglas_fir,Cache_la_Poudre,2324,722
Douglas_fir,Cache_la_Poudre,2304,834
Douglas_fir,Cache_la_Poudre,2377,997
Douglas_fir,Cache_la_Poudre,2308,424
Douglas_fir,Cache_la_Poudre,2344,808
Douglas_fir,Cache_la_Poudre,2322,782
Douglas_fir,Cache_la_Poudre,2331,1431
Douglas_fir,Cache_la_Poudre,2442,247
Douglas_fir,Cache_la_Poudre,2486,1356
Douglas_fir,Cache_la_Poudre,2449,201
Douglas_fir,Cache_la_Poudre,2419,1461
Douglas_fir,Cache_la_Poudre,2355,390
Douglas_fir,Cache_la_Poudre,2477,1533
Douglas_fir,Cache_la_Poudre,2430,1116
Douglas_fir,Cache_la_Poudre,2397,1380
Douglas_fir,Cache_la_Poudre,2423,1510
Douglas_fir,Cache_la_Poudre,2373,962
Douglas_fir,Cache_la_Poudre,2318,972
Douglas_fir,Cache_la_Poudre,2322,1019
Douglas_fir,Cache_la_Poudre,2506,1652
Douglas_fir,Cache_la_Poudre,2327,450
Douglas_fir,Cache_la_Poudre,2516,1611
Douglas_fir,Cache_la_Poudre,2409,1155
Douglas_fir,Cache_la_Poudre,2464,1224
Douglas_fir,Cache_la_Poudre,2470,1240
Douglas_fir,Cache_la_Poudre,2425,1291
Douglas_fir,Cache_la_Poudre,2421,1333
Douglas_fir,Cache_la_Poudre,2406,1530
Douglas_fir,Cache_la_Poudre,2425,1298
Douglas_fir,Cache_la_Poudre,2351,518
Douglas_fir,Cache_la_Poudre,2430,108
Douglas_fir,Cache_la_Poudre,2382,1189
Douglas_fir,Cache_la_Poudre,2363,618
Douglas_fir,Cache_la_Poudre,2398,430
Douglas_fir,Cache_la_Poudre,2400,524
Douglas_fir,Cache_la_Poudre,2334,731
Douglas_fir,Cache_la_Poudre,2395,1273
Douglas_fir,Cache_la_Poudre,2463,1376
Douglas_fir,Cache_la_Poudre,2362,1195
Douglas_fir,Cache_la_Poudre,2434,1319
Douglas_fir,Cache_la_Poudre,2441,1194
Douglas_fir,Cache_la_Poudre,2342,900
Douglas_fir,Cache_la_Poudre,2378,703
Douglas_fir,Cache_la_Poudre,2453,595
Douglas_fir,Cache_la_Poudre,2489,525
Douglas_fir,Cache_la_Poudre,2417,1429
Douglas_fir,Cache_la_Poudre,2358,890
Douglas_fir,Cache_la_Poudre,2532,488
Douglas_fir,Cache_la_Poudre,2454,1222
Douglas_fir,Cache_la_Poudre,2416,1387
Douglas_fir,Cache_la_Poudre,2326,532
Douglas_fir,Cache_la_Poudre,2355,816
Douglas_fir,Cache_la_Poudre,2411,726
Douglas_fir,Cache_la_Poudre,2424,708
Douglas_fir,Cache_la_Poudre,2362,1421
Douglas_fir,Cache_la_Poudre,2420,757
Douglas_fir,Cache_la_Poudre,2351,1423
Douglas_fir,Cache_la_Poudre,2420,674
Douglas_fir,Cache_la_Poudre,2362,618
Douglas_fir,Cache_la_Poudre,2347,642
Douglas_fir,Cache_la_Poudre,2357,644
Douglas_fir,Cache_la_Poudre,2398,594
Douglas_fir,Cache_la_Poudre,2429,518
Douglas_fir,Cache_la_Poudre,2422,658
Douglas_fir,Cache_la_Poudre,2466,421
Douglas_fir,Cache_la_Poudre,2400,384
Douglas_fir,Cache_la_Poudre,2447,313
Douglas_fir,Cache_la_Poudre,2537,324
Douglas_fir,Cache_la_Poudre,2416,342
Lodgepole_Pine,Cache_la_Poudre,2190,391
Lodgepole_Pine,Cache_la_Poudre,2324,924
Lodgepole_Pine,Cache_la_Poudre,2293,850
Lodgepole_Pine,Cache_la_Poudre,2365,1026
Lodgepole_Pine,Cache_la_Poudre,2367,1072
Lodgepole_Pine,Cache_la_Poudre,2389,1006
Lodgepole_Pine,Cache_la_Poudre,2335,792
Lodgepole_Pine,Cache_la_Poudre,2420,741
Lodgepole_Pine,Cache_la_Poudre,2544,696
Lodgepole_Pine,Cache_la_Poudre,2455,907
Lodgepole_Pine,Cache_la_Poudre,2523,938
Lodgepole_Pine,Cache_la_Poudre,2528,994
Lodgepole_Pine,Cache_la_Poudre,2491,671
Lodgepole_Pine,Cache_la_Poudre,2470,569
Lodgepole_Pine,Cache_la_Poudre,2422,216
Lodgepole_Pine,Cache_la_Poudre,2439,218
Lodgepole_Pine,Cache_la_Poudre,2514,752
Lodgepole_Pine,Cache_la_Poudre,2482,42
Lodgepole_Pine,Cache_la_Poudre,2532,930
Lodgepole_Pine,Cache_la_Poudre,2444,182
Lodgepole_Pine,Cache_la_Poudre,2531,212
Lodgepole_Pine,Cache_la_Poudre,2546,904
Lodgepole_Pine,Cache_la_Poudre,2538,1146
Lodgepole_Pine,Cache_la_Poudre,2494,335
Lodgepole_Pine,Cache_la_Poudre,2500,201
Lodgepole_Pine,Cache_la_Poudre,2509,234
Lodgepole_Pine,Cache_la_Poudre,2492,212
Lodgepole_Pine,Cache_la_Poudre,2482,339
Lodgepole_Pine,Cache_la_Poudre,2510,306
Lodgepole_Pine,Cache_la_Poudre,2543,685
Lodgepole_Pine,Cache_la_Poudre,2517,661
Lodgepole_Pine,Cache_la_Poudre,2541,757
Lodgepole_Pine,Cache_la_Poudre,2421,1452
Lodgepole_Pine,Cache_la_Poudre,2428,1471
Lodgepole_Pine,Cache_la_Poudre,2547,560
Lodgepole_Pine,Cache_la_Poudre,2507,691
Lodgepole_Pine,Cache_la_Poudre,2547,785
Lodgepole_Pine,Cache_la_Poudre,2479,1544
Lodgepole_Pine,Cache_la_Poudre,2510,1477
Lodgepole_Pine,Cache_la_Poudre,2519,1454
Lodgepole_Pine,Cache_la_Poudre,2522,1443
Lodgepole_Pine,Cache_la_Poudre,2549,684
Lodgepole_Pine,Cache_la_Poudre,2523,1426
Lodgepole_Pine,Cache_la_Poudre,2552,700
Lodgepole_Pine,Cache_la_Poudre,2552,730
Lodgepole_Pine,Cache_la_Poudre,2538,834
Lodgepole_Pine,Cache_la_Poudre,2449,1441
Lodgepole_Pine,Cache_la_Poudre,2582,816
Lodgepole_Pine,Cache_la_Poudre,2508,1329
Lodgepole_Pine,Cache_la_Poudre,2543,999
Lodgepole_Pine,Cache_la_Poudre,2603,1006
Lodgepole_Pine,Cache_la_Poudre,2476,1308
Ponderosa_Pine,Cache_la_Poudre,2172,95
Ponderosa_Pine,Cache_la_Poudre,2072,664
Ponderosa_Pine,Cache_la_Poudre,2029,992
Ponderosa_Pine,Cache_la_Poudre,2208,408
Ponderosa_Pine,Cache_la_Poudre,1993,366
Ponderosa_Pine,Cache_la_Poudre,2389,799
Ponderosa_Pine,Cache_la_Poudre,2132,400
Ponderosa_Pine,Cache_la_Poudre,2131,514
Ponderosa_Pine,Cache_la_Poudre,2317,351
Ponderosa_Pine,Cache_la_Poudre,2166,361
Ponderosa_Pine,Cache_la_Poudre,2326,153
Ponderosa_Pine,Cache_la_Poudre,2336,418
Ponderosa_Pine,Cache_la_Poudre,2221,309
Ponderosa_Pine,Cache_la_Poudre,2346,42
Ponderosa_Pine,Cache_la_Poudre,2399,685
Ponderosa_Pine,Cache_la_Poudre,2325,153
Ponderosa_Pine,Cache_la_Poudre,2308,1006
Ponderosa_Pine,Cache_la_Poudre,2359,600
Ponderosa_Pine,Cache_la_Poudre,2344,95
Ponderosa_Pine,Cache_la_Poudre,2360,1409
Ponderosa_Pine,Cache_la_Poudre,2314,870
Ponderosa_Pine,Cache_la_Poudre,2203,306
Ponderosa_Pine,Cache_la_Poudre,2174,684
Ponderosa_Pine,Cache_la_Poudre,2151,658
Ponderosa_Pine,Cache_la_Poudre,2129,1092
Ponderosa_Pine,Cache_la_Poudre,2332,524
Ponderosa_Pine,Cache_la_Poudre,2044,324
Ponderosa_Pine,Cache_la_Poudre,2088,242
Ponderosa_Pine,Cache_la_Poudre,2057,272
Ponderosa_Pine,Cache_la_Poudre,2103,313
Ponderosa_Pine,Cache_la_Poudre,2020,95
Ponderosa_Pine,Cache_la_Poudre,2121,516
Ponderosa_Pine,Cache_la_Poudre,2159,108
Ponderosa_Pine,Cache_la_Poudre,2034,335
Ponderosa_Pine,Cache_la_Poudre,2209,552
Ponderosa_Pine,Cache_la_Poudre,2139,0
Ponderosa_Pine,Cache_la_Poudre,2105,408
Ponderosa_Pine,Cache_la_Poudre,2046,391
Ponderosa_Pine,Cache_la_Poudre,2052,153
Ponderosa_Pine,Cache_la_Poudre,2213,272
Ponderosa_Pine,Cache_la_Poudre,2146,67
Ponderosa_Pine,Cache_la_Poudre,2085,150
Ponderosa_Pine,Cache_la_Poudre,2130,495
Ponderosa_Pine,Cache_la_Poudre,2125,277
Ponderosa_Pine,Cache_la_Poudre,2135,350
Ponderosa_Pine,Cache_la_Poudre,2110,524
Ponderosa_Pine,Cache_la_Poudre,2002,306
Ponderosa_Pine,Cache_la_Poudre,2101,541
Ponderosa_Pine,Cache_la_Poudre,2022,379
Ponderosa_Pine,Cache_la_Poudre,2103,577
Ponderosa_Pine,Cache_la_Poudre,2024,793
Ponderosa_Pine,Cache_la_Poudre,2061,492
Ponderosa_Pine,Cache_la_Poudre,2028,430
Ponderosa_Pine,Cache_la_Poudre,2020,474
Ponderosa_Pine,Cache_la_Poudre,2205,247
Ponderosa_Pine,Cache_la_Poudre,2049,741
Ponderosa_Pine,Cache_la_Poudre,2147,674
Ponderosa_Pine,Cache_la_Poudre,2045,638
Ponderosa_Pine,Cache_la_Poudre,2039,649
Ponderosa_Pine,Cache_la_Poudre,1899,930
Ponderosa_Pine,Cache_la_Poudre,1938,931
Ponderosa_Pine,Cache_la_Poudre,1964,190
Ponderosa_Pine,Cache_la_Poudre,2141,443
Ponderosa_Pine,Cache_la_Poudre,1940,997
Ponderosa_Pine,Cache_la_Poudre,2175,451
Ponderosa_Pine,Cache_la_Poudre,2100,469
Ponderosa_Pine,Cache_la_Poudre,1990,1006
Ponderosa_Pine,Cache_la_Poudre,1942,1026
Ponderosa_Pine,Cache_la_Poudre,2122,446
Ponderosa_Pine,Cache_la_Poudre,1964,1006
Ponderosa_Pine,Cache_la_Poudre,1940,1026
Ponderosa_Pine,Cache_la_Poudre,1925,1006
Ponderosa_Pine,Cache_la_Poudre,2155,510
Ponderosa_Pine,Cache_la_Poudre,2129,330
Ponderosa_Pine,Cache_la_Poudre,1964,150
Ponderosa_Pine,Cache_la_Poudre,1977,938
Ponderosa_Pine,Cache_la_Poudre,2107,511
Ponderosa_Pine,Cache_la_Poudre,2107,543
Ponderosa_Pine,Cache_la_Poudre,2176,663
Ponderosa_Pine,Cache_la_Poudre,2039,300
Ponderosa_Pine,Cache_la_Poudre,2044,234
Ponderosa_Pine,Cache_la_Poudre,1960,785
Ponderosa_Pine,Cache_la_Poudre,2199,589
Ponderosa_Pine,Cache_la_Poudre,2214,376
Ponderosa_Pine,Cache_la_Poudre,2113,300
Ponderosa_Pine,Cache_la_Poudre,2108,360
Ponderosa_Pine,Cache_la_Poudre,2195,510
Ponderosa_Pine,Cache_la_Poudre,1934,604
Ponderosa_Pine,Cache_la_Poudre,2026,67
Ponderosa_Pine,Cache_la_Poudre,2060,511
Ponderosa_Pine,Cache_la_Poudre,2157,618
Ponderosa_Pine,Cache_la_Poudre,2074,850
Ponderosa_Pine,Cache_la_Poudre,1943,659
Ponderosa_Pine,Cache_la_Poudre,2028,402
Ponderosa_Pine,Cache_la_Poudre,2080,870
Ponderosa_Pine,Cache_la_Poudre,2261,534
Ponderosa_Pine,Cache_la_Poudre,2278,466
Ponderosa_Pine,Cache_la_Poudre,1950,295
Ponderosa_Pine,Cache_la_Poudre,2056,764
Ponderosa_Pine,Cache_la_Poudre,2338,418
Ponderosa_Pine,Cache_la_Poudre,2380,391
Ponderosa_Pine,Cache_la_Poudre,2109,300
Ponderosa_Pine,Cache_la_Poudre,2140,457
Ponderosa_Pine,Cache_la_Poudre,2376,424
Ponderosa_Pine,Cache_la_Poudre,1998,577
Ponderosa_Pine,Cache_la_Poudre,2154,384
Ponderosa_Pine,Cache_la_Poudre,2315,566
Ponderosa_Pine,Cache_la_Poudre,2409,488
Ponderosa_Pine,Cache_la_Poudre,2355,582
Ponderosa_Pine,Cache_la_Poudre,2226,631
Ponderosa_Pine,Cache_la_Poudre,2077,595
Ponderosa_Pine,Cache_la_Poudre,2120,732
Ponderosa_Pine,Cache_la_Poudre,2052,638
Ponderosa_Pine,Cache_la_Poudre,2363,552
Ponderosa_Pine,Cache_la_Poudre,2089,638
Ponderosa_Pine,Cache_la_Poudre,2016,509
Ponderosa_Pine,Cache_la_Poudre,1981,417
Ponderosa_Pine,Cache_la_Poudre,2218,828
Ponderosa_Pine,Cache_la_Poudre,2403,598
Ponderosa_Pine,Cache_la_Poudre,2301,553
Ponderosa_Pine,Cache_la_Poudre,2266,726
Ponderosa_Pine,Cache_la_Poudre,2134,360
Ponderosa_Pine,Cache_la_Poudre,2123,711
Ponderosa_Pine,Cache_la_Poudre,2166,531
Ponderosa_Pine,Cache_la_Poudre,1980,624
Ponderosa_Pine,Cache_la_Poudre,2315,836
Ponderosa_Pine,Cache_la_Poudre,2075,551
Ponderosa_Pine,Cache_la_Poudre,2301,685
Ponderosa_Pine,Cache_la_Poudre,2127,577
Ponderosa_Pine,Cache_la_Poudre,2111,484
Ponderosa_Pine,Cache_la_Poudre,2273,816
Ponderosa_Pine,Cache_la_Poudre,2290,474
Ponderosa_Pine,Cache_la_Poudre,2200,918
Ponderosa_Pine,Cache_la_Poudre,2294,811
Ponderosa_Pine,Cache_la_Poudre,2009,618
Ponderosa_Pine,Cache_la_Poudre,2338,577
Ponderosa_Pine,Cache_la_Poudre,2209,691
Ponderosa_Pine,Cache_la_Poudre,2337,706
Ponderosa_Pine,Cache_la_Poudre,2369,418
Ponderosa_Pine,Cache_la_Poudre,2152,418
Ponderosa_Pine,Cache_la_Poudre,2058,720
Ponderosa_Pine,Cache_la_Poudre,2255,543
Ponderosa_Pine,Cache_la_Poudre,2296,560
Ponderosa_Pine,Cache_la_Poudre,2353,703
Ponderosa_Pine,Cache_la_Poudre,2030,700
Ponderosa_Pine,Cache_la_Poudre,2203,967
Ponderosa_Pine,Cache_la_Poudre,2367,859
Ponderosa_Pine,Cache_la_Poudre,2262,607
Ponderosa_Pine,Cache_la_Poudre,2011,162
Ponderosa_Pine,Cache_la_Poudre,2220,633
Ponderosa_Pine,Cache_la_Poudre,2262,558
Ponderosa_Pine,Cache_la_Poudre,2271,492
Ponderosa_Pine,Cache_la_Poudre,2271,541
Ponderosa_Pine,Cache_la_Poudre,2112,210
Ponderosa_Pine,Cache_la_Poudre,2176,797
Ponderosa_Pine,Cache_la_Poudre,2119,633
Ponderosa_Pine,Cache_la_Poudre,2414,825
Ponderosa_Pine,Cache_la_Poudre,2245,240
Ponderosa_Pine,Cache_la_Poudre,2288,319
Ponderosa_Pine,Cache_la_Poudre,2259,228
Ponderosa_Pine,Cache_la_Poudre,2160,481
Ponderosa_Pine,Cache_la_Poudre,2165,771
Ponderosa_Pine,Cache_la_Poudre,2192,569
Ponderosa_Pine,Cache_la_Poudre,2201,513
Ponderosa_Pine,Cache_la_Poudre,2306,402
Ponderosa_Pine,Cache_la_Poudre,2315,713
Ponderosa_Pine,Cache_la_Poudre,2319,854
Ponderosa_Pine,Cache_la_Poudre,2171,816
Ponderosa_Pine,Cache_la_Poudre,2404,792
Ponderosa_Pine,Cache_la_Poudre,2195,789
Ponderosa_Pine,Cache_la_Poudre,2111,234
Ponderosa_Pine,Cache_la_Poudre,2200,391
Ponderosa_Pine,Cache_la_Poudre,2217,618
Ponderosa_Pine,Cache_la_Poudre,2369,730
Ponderosa_Pine,Cache_la_Poudre,2324,85
Ponderosa_Pine,Cache_la_Poudre,2125,300
Ponderosa_Pine,Cache_la_Poudre,2209,426
Ponderosa_Pine,Cache_la_Poudre,2340,404
Ponderosa_Pine,Cache_la_Poudre,2235,780
Ponderosa_Pine,Cache_la_Poudre,2138,1020
Ponderosa_Pine,Cache_la_Poudre,2150,384
Ponderosa_Pine,Cache_la_Poudre,2215,446
Ponderosa_Pine,Cache_la_Poudre,2125,467
Ponderosa_Pine,Cache_la_Poudre,2299,360
Ponderosa_Pine,Cache_la_Poudre,2374,708
Ponderosa_Pine,Cache_la_Poudre,2212,467
Ponderosa_Pine,Cache_la_Poudre,2297,277
Ponderosa_Pine,Cache_la_Poudre,2166,1148
Ponderosa_Pine,Cache_la_Poudre,2285,942
Ponderosa_Pine,Cache_la_Poudre,2238,674
Ponderosa_Pine,Cache_la_Poudre,2226,531
Ponderosa_Pine,Cache_la_Poudre,2277,819
Ponderosa_Pine,Cache_la_Poudre,2088,516
Ponderosa_Pine,Cache_la_Poudre,2259,1159
Ponderosa_Pine,Cache_la_Poudre,2276,1172
Ponderosa_Pine,Cache_la_Poudre,2285,503
Ponderosa_Pine,Cache_la_Poudre,2146,524
Ponderosa_Pine,Cache_la_Poudre,2314,228
Ponderosa_Pine,Cache_la_Poudre,2167,1307
Ponderosa_Pine,Cache_la_Poudre,2221,532
Ponderosa_Pine,Cache_la_Poudre,2232,607
Ponderosa_Pine,Cache_la_Poudre,2302,1260
Ponderosa_Pine,Cache_la_Poudre,2353,30
Ponderosa_Pine,Cache_la_Poudre,2244,446
Ponderosa_Pine,Cache_la_Poudre,2174,1063
Ponderosa_Pine,Cache_la_Poudre,2160,1518
Ponderosa_Pine,Cache_la_Poudre,2204,959
Ponderosa_Pine,Cache_la_Poudre,2264,1339
Ponderosa_Pine,Cache_la_Poudre,2245,661
Ponderosa_Pine,Cache_la_Poudre,2271,433
Ponderosa_Pine,Cache_la_Poudre,2250,242
Ponderosa_Pine,Cache_la_Poudre,2278,1290
Ponderosa_Pine,Cache_la_Poudre,2159,841
Ponderosa_Pine,Cache_la_Poudre,2318,437
Ponderosa_Pine,Cache_la_Poudre,2281,430
Ponderosa_Pine,Cache_la_Poudre,2379,684
Ponderosa_Pine,Cache_la_Poudre,2352,1369
Ponderosa_Pine,Cache_la_Poudre,2181,1613
Ponderosa_Pine,Cache_la_Poudre,2288,511
Ponderosa_Pine,Cache_la_Poudre,2303,663
Ponderosa_Pine,Cache_la_Poudre,2247,277
Ponderosa_Pine,Cache_la_Poudre,2315,190
Ponderosa_Pine,Cache_la_Poudre,2400,633
Ponderosa_Pine,Cache_la_Poudre,2163,1575
Ponderosa_Pine,Cache_la_Poudre,2330,1561
Ponderosa_Pine,Cache_la_Poudre,2194,1032
Ponderosa_Pine,Cache_la_Poudre,2248,859
Ponderosa_Pine,Cache_la_Poudre,2369,474
Ponderosa_Pine,Cache_la_Poudre,2356,342
Ponderosa_Pine,Cache_la_Poudre,2315,661
Ponderosa_Pine,Cache_la_Poudre,2192,1074
Ponderosa_Pine,Cache_la_Poudre,2232,979
Ponderosa_Pine,Cache_la_Poudre,2306,871
Ponderosa_Pine,Cache_la_Poudre,2344,895
Ponderosa_Pine,Cache_la_Poudre,2250,1057
Ponderosa_Pine,Cache_la_Poudre,2323,1622
Ponderosa_Pine,Cache_la_Poudre,2367,446
Ponderosa_Pine,Cache_la_Poudre,2367,1114
Ponderosa_Pine,Cache_la_Poudre,2241,1635
Ponderosa_Pine,Cache_la_Poudre,2404,805
Ponderosa_Pine,Cache_la_Poudre,2271,1690
Ponderosa_Pine,Cache_la_Poudre,2410,716
Ponderosa_Pine,Cache_la_Poudre,2301,323
Ponderosa_Pine,Cache_la_Poudre,2228,1716
Ponderosa_Pine,Cache_la_Poudre,2315,1072
Ponderosa_Pine,Cache_la_Poudre,2348,234
Ponderosa_Pine,Cache_la_Poudre,2234,1698
Ponderosa_Pine,Cache_la_Poudre,2373,1771
Ponderosa_Pine,Cache_la_Poudre,2437,335
Ponderosa_Pine,Cache_la_Poudre,2347,541
Ponderosa_Pine,Cache_la_Poudre,2362,1113
Ponderosa_Pine,Cache_la_Poudre,2315,780
Ponderosa_Pine,Cache_la_Poudre,2352,1158
Ponderosa_Pine,Cache_la_Poudre,2363,1114
Ponderosa_Pine,Cache_la_Poudre,2391,764
Ponderosa_Pine,Cache_la_Poudre,2212,120
Ponderosa_Pine,Cache_la_Poudre,2338,661
Ponderosa_Pine,Cache_la_Poudre,2331,940
Ponderosa_Pine,Cache_la_Poudre,2354,1205
Ponderosa_Pine,Cache_la_Poudre,2450,446
Ponderosa_Pine,Cache_la_Poudre,2321,930
Ponderosa_Pine,Cache_la_Poudre,2306,255
Ponderosa_Pine,Cache_la_Poudre,2368,108
Ponderosa_Pine,Cache_la_Poudre,2289,808
